Sample,Location,Transect,Date,Time,Species,Individual_id,Batch_count,Batch_weight,Estimate,Biomass,Length,Weight,Time Period
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0196,1,,,N,16,77,5,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0196,2,,,N,16,72,5,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0196,3,,,N,16,64,3,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0196,4,,,N,16,69,3,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0233,1,,,N,590,344,590,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0311,1,,,N,230,195,230,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0314,1,,,N,79,90,10,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0314,2,,,N,79,104,23,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0314,3,,,N,79,95,16,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0314,4,,,N,79,160,30,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0331,1,,,N,172,157,41,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0331,2,,,N,172,91,89,2
9394,HAMH,HH39,2018-05-24,12:59:00 AM,F0331,3,,,N,172,145,42,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0061,1,,,N,42,117,15,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0061,2,,,N,42,130,20,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0061,3,,,N,42,100,7,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0063,1,,,N,3440,344,621,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0063,2,,,N,3440,345,541,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0063,3,,,N,3440,367,705,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0063,4,,,N,3440,393,987,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0063,5,,,N,3440,355,586,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0163,1,,,N,1566,491,1566,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0196,1,,,N,15,70,1,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0196,2,,,N,15,65,3,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0196,3,,,N,15,67,3,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0196,4,,,N,15,69,3,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0196,5,,,N,15,78,5,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0301,1,,,N,121,204,121,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0311,1,,,N,497,225,295,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0311,2,,,N,497,203,202,2
9395,HAMH,HH41B,2018-05-24,1:08:00 AM,F0342,1,,,N,4,80,4,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0063,1,,,N,699,369,699,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0163,1,,,N,1357,482,1357,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0186,1,,,N,4360,555,4360,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0233,1,,,N,589,275,348,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0233,2,,,N,589,234,241,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0301,1,,,N,223,125,31,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0301,2,,,N,223,134,33,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0301,3,,,N,223,127,36,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0301,4,,,N,223,127,34,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0301,5,,,N,223,172,89,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0311,1,,,N,320,104,25,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0311,2,,,N,320,116,30,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0311,3,,,N,320,226,265,2
9396,HAMH,HH42A,2018-05-24,1:33:00 AM,F0331,1,,,N,81,179,81,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,1,,,N,12086,463,657,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,2,,,N,12086,351,559,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,3,,,N,12086,389,818,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,4,,,N,12086,359,600,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,5,,,N,12086,369,639,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,6,,,N,12086,354,614,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,7,,,N,12086,400,863,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,8,,,N,12086,376,786,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,9,,,N,12086,359,579,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,10,,,N,12086,363,689,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,11,,,N,12086,360,763,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,12,,,N,12086,349,623,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,13,,,N,12086,365,591,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,14,,,N,12086,347,549,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,15,,,N,12086,370,800,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,16,,,N,12086,372,699,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,17,,,N,12086,363,621,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0063,18,,,N,12086,370,636,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0163,1,,,N,1774,390,712,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0163,2,,,N,1774,438,1062,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0186,1,,,N,12260,615,4450,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0186,2,,,N,12260,555,3580,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0186,3,,,N,12260,570,4230,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0311,1,,,N,883,283,237,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0311,2,,,N,883,220,280,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0311,3,,,N,883,198,191,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0311,4,,,N,883,190,148,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0311,5,,,N,883,105,27,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0314,1,,,N,75,147,75,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0331,1,,,N,390,291,390,2
9397,HAMH,HH42B,2018-05-24,1:43:00 AM,F0334,1,,,N,2290,571,2290,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0061,1,,,N,11,108,11,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0063,1,,,N,2658,358,599,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0063,2,,,N,2658,372,741,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0063,3,,,N,2658,350,696,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0063,4,,,N,2658,370,622,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0163,1,,,N,157,226,157,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0220,1,,,N,42,145,42,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0301,1,,,N,310,185,127,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0301,2,,,N,310,117,27,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0301,3,,,N,310,126,31,2
9398,HAMH,HH44,2018-05-24,9:48:00 PM,F0301,4,,,N,310,181,125,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,1,,,N,12773,372,753,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,2,,,N,12773,350,581,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,3,,,N,12773,375,776,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,4,,,N,12773,359,675,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,5,,,N,12773,376,731,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,6,,,N,12773,411,1288,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,7,,,N,12773,362,740,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,8,,,N,12773,354,634,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,9,,,N,12773,363,637,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,10,,,N,12773,346,678,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,11,,,N,12773,354,628,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,12,,,N,12773,351,550,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,13,,,N,12773,368,754,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,14,,,N,12773,366,787,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,15,,,N,12773,370,666,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,16,,,N,12773,354,575,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,17,,,N,12773,358,678,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0063,18,,,N,12773,360,642,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0181,1,,,N,920,295,920,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0186,1,,,N,10540,398,1330,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0186,2,,,N,10540,589,4400,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0186,3,,,N,10540,570,4810,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0301,1,,,N,256,211,168,2
9399,HAMH,HH45,2018-05-24,9:33:00 PM,F0301,2,,,N,256,170,88,2
9400,HAMH,HH2,2018-06-22,12:13:00 AM,F0301,1,,,N,34,129,34,2
9400,HAMH,HH2,2018-06-22,12:13:00 AM,F0311,1,,,N,80,150,80,2
9401,HAMH,HH4,2018-06-22,12:19:00 AM,F0301,1,,,N,137,141,49,2
9401,HAMH,HH4,2018-06-22,12:19:00 AM,F0301,2,,,N,137,121,28,2
9401,HAMH,HH4,2018-06-22,12:19:00 AM,F0301,3,,,N,137,127,30,2
9401,HAMH,HH4,2018-06-22,12:19:00 AM,F0301,4,,,N,137,123,30,2
9402,HAMH,HH6,2018-06-22,12:33:00 AM,F0163,1,,,N,250,272,250,2
9403,HAMH,HH8,2018-06-22,12:43:00 AM,F0301,1,,,N,52,116,23,2
9403,HAMH,HH8,2018-06-22,12:43:00 AM,F0301,2,,,N,52,131,29,2
9403,HAMH,HH8,2018-06-22,12:43:00 AM,F0371,1,,,N,2240,582,2240,2
9404,HAMH,HH2,2018-06-21,10:55:00 PM,F0063,1,,,N,7161,357,638,2
9404,HAMH,HH2,2018-06-21,10:55:00 PM,F0063,2,,,N,7161,361,610,2
9404,HAMH,HH2,2018-06-21,10:55:00 PM,F0063,3,,,N,7161,363,716,2
